Business Name,CouponID,Cat,naicCode,naicDesc,endDate,couponUrl,weblink,thmImg,logoImg,street,city,zip,phone,coupon text,Expirtation,Terms
Toso's Sports Bar and Grill,1170381,108,72241AAB,DRINKING PLACES (ALCOHOLIC BEVERAGES) - PUBS,2013-07-30,http://www.valpak.com/coupons/printable/Tosos-Sports-Bar-Grill/67120?slugId=1170381&vpref=vpcomLX,,http://www.valpak.com/img/slug/3173140239101.jpg,http://www.valpak.com/img/print/3173140239101.jpg,2401 W UNION HILLS DR,Phoenix,85027,(602)896-8676,Food and Drink Coupon- $5.00 OFF Any Purchase of $25 or More!,2013-04-18,"[""Discount only Accepted at Toso's Sports Bar and Grill located: 2401 W. Union Hills Dr. Phoenix, AZ 85027"", ""Not valid with any other coupon."", ""With Valpak® coupon only."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
RED DEVIL ITALIAN RESTAURANT & PIZZERIA,1098891,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2014-04-30,http://www.valpak.com/coupons/printable/RED-DEVIL-ITALIAN-RESTAURANT/46760?slugId=1098891&vpref=vpcomLX,http://www.reddevilrestaurant.com,http://www.valpak.com/img/slug/3173136523801.jpg,http://www.valpak.com/img/print/3173136523801.jpg,3102 E McDowell Rd,Phoenix,85008,(602)275-5961,Italian Restaurant Catering Coupon!,2013-04-18,"[""Includes 1 full pan lasagna, 1 full pan garden salad & 24 Italian rolls for $126.99 in Phoenix AZ. Plates, napkins, plastic wear, butter & 2 salad dressings included. Delivery fee & tax not included."", ""One coupon per party."", ""With coupon only."", ""Not valid with any other coupon."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
Shish Kabob's & Gyros,1185787,108,72211AAA,FULL-SVC RSTRNTS - GREEK FOOD PRODS,2013-12-31,http://www.valpak.com/coupons/printable/Shish-Kabobs-Gyros/38958?slugId=1185787&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131035801.jpg,http://www.valpak.com/img/print/3177131035801.jpg,9619 N. HAYDEN RD. #106,Scottsdale,85258,(480)367-2113,50% OFF,2013-04-18,"[""Buy 1 Gyro Sandwich, Get 2nd 50% OFF."", ""One coupon per customer."", ""With coupon only."", ""Coupon void if altered.""]"
Tim Finnegans,1185807,108,72211AAU,FULL-SVC RSTRNTS - FULL-SVC RSTRNTS,2013-12-31,http://www.valpak.com/coupons/printable/Tim-Finnegans/38964?slugId=1185807&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131036501.jpg,http://www.valpak.com/img/print/3177131036501.jpg,9201 N. 29TH AVE,Phoenix,85051,(602)997-2323,FREE Corned Beef Taquito Appetizer,2013-04-18,"[""with purchase of 3 cocktails or beers."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
LAKESIDE BAR AND GRILL,1143277,108,72241AAB,DRINKING PLACES (ALCOHOLIC BEVERAGES) - PUBS,2013-10-16,http://www.valpak.com/coupons/printable/LAKESIDE-BAR-AND-GRILL/61091?slugId=1143277&vpref=vpcomLX,http://www.LakesideBarAndGrillAZ.com,http://www.valpak.com/img/slug/3173139490601.jpg,http://www.valpak.com/img/print/3173139490601.jpg,9980 West Happy Valley Road,Peoria,85383,(623)566-1470,Coupon for Bar and Grill- WACKY WEDNESDAY SPECIAL $6.00!,2013-04-18,"[""Burgers, Chicken Tenders, Spaghetti and More! * Ask your Server for Details.  Bar and grill coupon accepted only at Lakeside Bar and Grill in Peoria Arizona. Coupon valid for dine-in only."", ""One coupon per party."", ""With coupon only."", ""Not valid with any other coupon."", ""Coupon void if altered.""]"
#1 BROTHER'S PIZZA CAVE CREEK,1140723,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-10-06,http://www.valpak.com/coupons/printable/1-BROTHERS-PIZZA-CAVE-CREEK/6258?slugId=1140723&vpref=vpcomLX,,http://www.valpak.com/img/slug/3173129597401.jpg,http://www.valpak.com/img/print/3173129597401.jpg,30845 North Cave Creek Rd,Phoenix,85331,(480)513-9399,Italian Restaurant Coupon - $14.99 for Any 2 Hot Plates!,2013-04-18,"[""Italian food coupon includes salad & bread with your choice of hot plate! Coupon for discount on Italian food accepted only at # 1 Brothers Pizza in Phoenix AZ!"", ""With coupon only."", ""Coupon void if altered.""]"
SATORI SUSHI,1189118,108,72211AAM,FULL-SVC RSTRNTS - JAPANESE,2013-12-31,http://www.valpak.com/coupons/printable/SATORI-SUSHI/39039?slugId=1189118&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131040201.jpg,http://www.valpak.com/img/print/3177131040201.jpg,"10115 E. BELL RD. , #109",Scottsdale,85260,(480)419-6676,$5 OFF Total Check of $40 or more,2013-04-18,"[""tax not included. Dine in only. One coupon per table."", ""Not valid with any other offer."", ""Coupon void if altered.""]"
FAT FREDDY'S CATERING,1192957,108,72232,CATERERS - CATERERS,2013-12-31,http://www.valpak.com/coupons/printable/FAT-FREDDYS-CATERING/2645?slugId=1192957&vpref=vpcomLX,http://www.fatfreddyscatering.com,http://www.valpak.com/img/slug/3177131038101.jpg,http://www.valpak.com/img/print/3177131038101.jpg,,,,(623)580-4653,FREE Delivery - 1st order,2013-04-18,"[""Drop off or full service."", ""Not valid with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
OLD TOWN CREAMERY,1185743,108,722213AAE,SNACK & NONALCOHOLIC BEVERAGE BARS-ICE CREAM PARLOR,2013-12-31,http://www.valpak.com/coupons/printable/OLD-TOWN-CREAMERY/24909?slugId=1185743&vpref=vpcomLX,http://www.facebook.com/oldtowncreamery,http://www.valpak.com/img/slug/3177135133201.jpg,http://www.valpak.com/img/print/3177135133201.jpg,3902 N Brown Ave Ste 101,Scottsdale,85251,(480)423-7411,"FREE! Buy 1 large Gelato, get a small Gelato FREE",2013-04-18,"[{}, ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
KATANA SUSHI,1193041,108,72211AAP,FULL-SVC RSTRNTS - ORIENTAL,2013-12-31,http://www.valpak.com/coupons/printable/KATANA-SUSHI/39029?slugId=1193041&vpref=vpcomLX,https://www.facebook.com/pages/Katana-Sushi-Grill-in-Fountain-Hills/163333120353890,http://www.valpak.com/img/slug/3177131039401.jpg,http://www.valpak.com/img/print/3177131039401.jpg,16425 E. PALISADES BLVD,Fountain Hills,85268,(480)837-2399,$5.00 OFF Total Check of $25 or more,2013-04-18,"[""Tax not included. Dine-In Only."", ""Not valid with any other offer."", ""Coupon void if altered.""]"
RED DEVIL ITALIAN & PIZZERIA RESTAURANT,1186071,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2014-03-30,http://www.valpak.com/coupons/printable/RED-DEVIL-ITALIAN-RESTAURANT/46767?slugId=1186071&vpref=vpcomLX,http://www.reddevilrestaurant.com,http://www.valpak.com/img/slug/3173136523801.jpg,http://www.valpak.com/img/print/3173136523801.jpg,208 W Southern Ave,Tempe,85282,(480)968-3505,Italian Restaurant Catering Coupon!,2013-04-18,"[""Includes 1 full pan lasagna, 1 full pan garden salad & 24 Italian rolls for $126.99 in Tempe AZ. Plates, napkins, plastic wear, butter & 2 salad dressings included. Delivery fee & tax not included."", ""One coupon per party."", ""With coupon only."", ""Not valid with any other coupon."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
ORANGE LEAF SELF SERVE FROZEN YOGURT,1193020,108,722213AAG,SNACK & NONALCOHOLIC BEVERAGE BARS-YOGURT,2013-12-31,http://www.valpak.com/coupons/printable/ORANGE-LEAF-SELF-SERVE-FROZEN/36676?slugId=1193020&vpref=vpcomLX,http://www.orangeleafyogurt.com,http://www.valpak.com/img/slug/3177135030601.jpg,http://www.valpak.com/img/print/3177135030601.jpg,4810 E. RAY RD.,Ahwatukee,85044,(480)753-9402,"Buy 1 Yogurt, Get 2nd 50% OFF",2013-04-18,"[""equal or lesser value."", ""One coupon per customer."", ""Not valid with any other offer."", ""With Valpak® coupon only."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
Temptations Cafe,1185793,108,72211AAU,FULL-SVC RSTRNTS - FULL-SVC RSTRNTS,2013-12-31,http://www.valpak.com/coupons/printable/Temptations-Cafe/38959?slugId=1185793&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131036101.jpg,http://www.valpak.com/img/print/3177131036101.jpg,8322 E. McDOWELL RD,Scottsdale,85257,(480)947-2198,"Buy 1 Specialty Sandwich, get one Half Off",2013-12-31,"[""Of equal or lesser value. Dine-In only."", ""Coupon void if altered.""]"
DEVIL'S KITCHEN,1188323,108,7221,FULL-SERVICE RESTAURANTS,2013-12-31,http://www.valpak.com/coupons/printable/DEVILS-KITCHEN/71444?slugId=1188323&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177140954901.jpg,http://www.valpak.com/img/print/3177140954901.jpg,393 W WARNER RD,Chandler,85225,(480)855-0300,FREE - Buy One Entree - Get the 2nd One,2013-04-18,"[""with the purchase of two beverages"", ""One coupon per party."", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
AMORE PIZZA,1193039,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-12-31,http://www.valpak.com/coupons/printable/AMORE-PIZZA/39012?slugId=1193039&vpref=vpcomLX,http://www.amorepizzasubswings.com,http://www.valpak.com/img/slug/3177135165901.jpg,http://www.valpak.com/img/print/3177135165901.jpg,10101 E BELL RD.,Scottsdale,85260,(480)585-3150,FREE PIZZA,2013-04-18,"[""Buy any 12\"" pizza at regular price & receive a 12\"" cheese pizza FREE. Pick up only. Extra toppings $1.95 each"", ""With coupon only."", ""Not valid with any other offer."", ""Coupon void if altered.""]"
PICADILLY SQUARE,1187909,108,722211AAA,LIMITED-SVC RSTRNTS - DELI/BAKERY,2013-12-31,http://www.valpak.com/coupons/printable/PICADILLY-SQUARE/39006?slugId=1187909&vpref=vpcomLX,http://www.poppyshomedecoraz.com/picadilly-square/,http://www.valpak.com/img/slug/3177135132601.jpg,http://www.valpak.com/img/print/3177135132601.jpg,7143 E. Southern Ave.,Mesa,85209,(480)324-1800,FREE 24oz. Beverage,2013-04-18,"[""with the purchase of any soup, salad or sandwich"", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
PIZZA RE,1185746,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-12-31,http://www.valpak.com/coupons/printable/PIZZA-RE/30282?slugId=1185746&vpref=vpcomLX,http://www.pizza-re.com,http://www.valpak.com/img/slug/3177135860401.jpg,http://www.valpak.com/img/print/3177135860401.jpg,2902 N. 68TH ST,Scottsdale,85251,(480)949-6838,$5 OFF Any Pie,2013-04-18,"[{}, ""One coupon per customer."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
DAIRY QUEEN,1175763,108,722213AAEDAQ,SNACK & NONALCOHOLIC BEVERAGE BARS-ICE CREAM PARLOR (DAIRY QUEEN),2014-02-28,http://www.valpak.com/coupons/printable/DAIRY-QUEEN/41694?slugId=1175763&vpref=vpcomLX,,http://www.valpak.com/img/slug/3173137358801.jpg,http://www.valpak.com/img/print/3173137358801.jpg,4751 E Warner Rd,Phoenix,85044,(480)598-1996,Coupon for FREE Blizzard at Dairy Queen!,2013-04-18,"[""Buy 1 Blizzard 16 oz or larger and get the 2nd of equal or lesser value free!"", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
UNCLE TONY'S NY PIZZA,1176722,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2014-02-28,http://www.valpak.com/coupons/printable/UNCLE-TONYS-NY-PIZZA/68500?slugId=1176722&vpref=vpcomLX,http://uncletonysnypizza.com/,http://www.valpak.com/img/slug/3173140462401.jpg,http://www.valpak.com/img/print/3173140462401.jpg,7830 N 19TH AVE,Phoenix,85021,(602)544-1000,Pizza Coupon- Large 1 Item Pizza Only  $10.99!,2013-04-18,"[""Extra Toppings $1.50 each. Pizza Discount only valid at Uncle Tony's N.Y Style Pizza located at: 7830 N 19th Avenue Phoenix, AZ 85021"", ""With Valpak® coupon only."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
MIX 'N' LIX YOGURT,1189113,108,722213AAG,SNACK & NONALCOHOLIC BEVERAGE BARS-YOGURT,2013-12-31,http://www.valpak.com/coupons/printable/MIX-N-LIX-YOGURT/39031?slugId=1189113&vpref=vpcomLX,http://www.mixnlixyogurt.com,http://www.valpak.com/img/slug/3177135625301.jpg,http://www.valpak.com/img/print/3177135625301.jpg,9301 E Shea Blvd Ste 110,Scottsdale,85260,(480)588-5888,FREE YOGURT,2013-04-18,"[""Buy one yogurt at regular price & get the second yogurt of equal or lesser value for free!"", ""One coupon per customer."", ""One coupon per party."", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Not valid with any other offer."", ""Not valid with any other coupon."", ""With Valpak® coupon only."", ""Must present coupon at time of order."", ""Must present coupon at time of purchase."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
HIBACHI GRILL & SUPREME BUFFET,1178588,108,72211ABB,FULL-SVC RSTRNTS - CHINESE,2014-05-31,http://www.valpak.com/coupons/printable/HIBACHI-GRILL-SUPREME-BUFFET/20540?slugId=1178588&vpref=vpcomLX,,http://www.valpak.com/img/slug/3173134338201.jpg,http://www.valpak.com/img/print/3173134338201.jpg,10030 N Metro Pkwy E,Phoenix,85051,(602)749-8888,Coupon for $1 OFF Purchase of 1 Adult Buffet at Hibachi Grill!,2013-04-18,"[{}, ""With coupon only."", ""Not valid with any other offer."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
FILIBERTO'S - THOMAS,1185732,108,722211AAF,LIMITED-SVC RSTRNTS - MEXICAN,2013-12-31,http://www.valpak.com/coupons/printable/FILIBERTOS---THOMAS/41217?slugId=1185732&vpref=vpcomLX,http://www.filibertos.com,http://www.valpak.com/img/slug/3177137299501.jpg,http://www.valpak.com/img/print/3177137299501.jpg,3923 E THOMAS RD,Phoenix,85018,(602)275-2676,"50% OFF! Buy one combo plate, Get one 1/2 OFF",2013-04-18,"[""lesser value prevails"", ""One coupon per customer."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
X-TAPA JOES,979289,108,72211AAO,FULL-SVC RSTRNTS - MEXICAN,2013-12-31,http://www.valpak.com/coupons/printable/X-TAPA-JOES/39052?slugId=979289&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131040101.jpg,http://www.valpak.com/img/print/3177131040101.jpg,7500 E. PINNACLE PEAK RD,Scottsdale,85255,(480)513-9000,FREE $5 Gift Card,2013-04-18,"[""with minimum purchase of $25. Gift card can be used on next visit."", ""Not valid with any other offer."", ""Coupon void if altered.""]"
Mandarin Chef,979231,108,72211AAP,FULL-SVC RSTRNTS - ORIENTAL,2013-09-30,http://www.valpak.com/coupons/printable/Mandarin-Chef/36028?slugId=979231&vpref=vpcomLX,http://www.mandarinchef888.com/restaurantweb/499/005/jin_e/default.asp,http://www.valpak.com/img/slug/3177131032501.jpg,http://www.valpak.com/img/print/3177131032501.jpg,4902 S. VAL VISTA DR,Gilbert,85298,(480)782-6678,10% OFF Total Bill,2013-04-18,"[""Does not include lunch or dinner specials"", ""One coupon per customer."", ""Not valid with any other offer."", ""Coupon void if altered.""]"
JASMINE ASIAN BUFFET,1090328,108,72211AAP,FULL-SVC RSTRNTS - ORIENTAL,2013-12-31,http://www.valpak.com/coupons/printable/JASMINE-ASIAN-BUFFET/42895?slugId=1090328&vpref=vpcomLX,http://www.jasminetokyo.com,http://www.valpak.com/img/slug/3177137534501.jpg,http://www.valpak.com/img/print/3177137534501.jpg,7000 E SHEA BLVD,Scottsale,85254,(480)991-0655,10% OFF Full Lunch or Dinner Buffet,2013-04-18,"[""Dine In Only. Cannot be combined with any other discounts or coupons. One coupon per table."", ""One coupon per customer."", ""One coupon per party."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
LUCKY'S PIZZA,1143250,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2013-10-16,http://www.valpak.com/coupons/printable/LUCKYS-PIZZA/61068?slugId=1143250&vpref=vpcomLX,http://www.luckyspizza3insurprise.com,http://www.valpak.com/img/slug/3173137410301.jpg,http://www.valpak.com/img/print/3173137410301.jpg,15508 West Bell Road,Surprise,85374,(623)584-2203,Pizza Coupon - 50% OFF Dinner!,2013-04-18,"[""Coupon for discount on Pizza dinner when you buy one of equal or greater value! Pizza Discount accepted only at Lucky's Pizza in Surprise Arizona."", ""Not valid with any other coupon."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
SUSHI CATCHER,1186897,108,72211AAM,FULL-SVC RSTRNTS - JAPANESE,2013-07-30,http://www.valpak.com/coupons/printable/SUSHI-CATCHER/71126?slugId=1186897&vpref=vpcomLX,,http://www.valpak.com/img/slug/vpcomSlug.gif,http://www.valpak.com/img/print/vpcomPrint.gif,6334 W. BELL RD,Glendale,85308,(623)748-8006,Sushi Coupon $5 OFF Any Purchase of $25.00 or More @ Sushi Catcher!,2013-04-18,"[""Coupon for Discount is only accepted at Sushi Catcher located at 6334 W. Bell Rd Glendale AZ 85308."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
Cavallieres Reatta Pass Steakhouse,1190588,108,72211AAW,FULL-SVC RSTRNTS - STEAK,2013-12-31,http://www.valpak.com/coupons/printable/Cavallieres-Reatta-Pass-Steakh/35976?slugId=1190588&vpref=vpcomLX,http://www.reatapass.com,http://www.valpak.com/img/slug/3177136118201.jpg,http://www.valpak.com/img/print/3177136118201.jpg,27500 N ALMA SCHOOL PARKWAY,Scottsdale,85262,(480)585-7277,Farmer's Market Every Sunday!,2013-04-18,"[{}, ""Coupon void if altered.""]"
SCHLOTZSKY'S,1051980,108,722211AALSCH,LIMITED-SVC RSTRNTS - DELI - (SCHLOTZKY'S),2013-06-30,http://www.valpak.com/coupons/printable/SCHLOTZSKYS/26992?slugId=1051980&vpref=vpcomLX,http://www.schlotzskys.com,http://www.valpak.com/img/slug/3177135391001.jpg,http://www.valpak.com/img/print/3177135391001.jpg,820 W Warner Rd Ste 112,Chandler,85225,(480)963-1121,$2 OFF Any Purchase of $10 or more,2013-04-18,"[""Limit 1 per person, per visit. Not valid with combo meal or kids meal. Good only with original coupon at participating Schlotzsky's restaurants."", ""Not valid with any other coupon."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
HARVEY AMERICAN PUBLIC HOUSE,1192976,108,72211AAG,FULL-SVC RSTRNTS - FAMILY STYLE,2013-12-31,http://www.valpak.com/coupons/printable/HARVEY-AMERICAN-PUBLIC-HOUSE/62754?slugId=1192976&vpref=vpcomLX,http://www.harveyamerican.com,http://www.valpak.com/img/slug/3177139690501.jpg,http://www.valpak.com/img/print/3177139690501.jpg,1524 E WILLIAMS FIELD ROAD,Gilbert,85295,(480)821-9414,"FREE Lunch, Buy One & Get One Free",2013-04-18,"[""Buy One Lunch, Get One Free, Not to exceed $16. 18% gratuity added to bill prior to discount. Valid only with purchase of 2 beverages. Dine in only. Not valid with daily specials."", ""One coupon per party."", ""Not valid with any other coupon."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
ABACUS INN,1177696,108,72211ABB,FULL-SVC RSTRNTS - CHINESE,2014-02-28,http://www.valpak.com/coupons/printable/ABACUS-INN/13065?slugId=1177696&vpref=vpcomLX,http://www.theabacusinn.com,http://www.valpak.com/img/slug/3173132720801.jpg,http://www.valpak.com/img/print/3173132720801.jpg,3509 W Thunderbird Rd,Phoenix,85053,(602)938-0528,Coupon for 50% OFF Lunch or Dinner @ Abacus Inn!,2013-04-18,"[""Buy One-Get One 1/2 OFF of Equal or Lesser Value."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
FLANCERS,1045421,108,72211AAU,FULL-SVC RSTRNTS - FULL-SVC RSTRNTS,2013-06-30,http://www.valpak.com/coupons/printable/FLANCERS/36668?slugId=1045421&vpref=vpcomLX,http://www.flancers.com,http://www.valpak.com/img/slug/3177135025201.jpg,http://www.valpak.com/img/print/3177135025201.jpg,1902 N. HIGLEY RD,Mesa,85205,(480)396-0077,$2 OFF Total of $15 or more. $3 Off $25 or more,2013-04-18,"[""One coupon per table."", ""Coupons may not be combined with any other offer."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
HUNGRY HOWIE'S,1193009,108,72211AADHOW,FULL-SVC RSTRNTS - PIZZA - (HUNGRY HOWIES),2013-12-31,http://www.valpak.com/coupons/printable/HUNGRY-HOWIES/36702?slugId=1193009&vpref=vpcomLX,http://www.hungryhowies.com,http://www.valpak.com/img/slug/3177135435701.jpg,http://www.valpak.com/img/print/3177135435701.jpg,1045 E Lemon St,Tempe,85281,(480)619-5422,$5 Large 1 Topping Pizza All Day Everyday,2013-04-18,"[""Free Flavored Crust! Order 3 or more & get them delivered."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
MESA GRILL CO,1193017,108,722,FOODSERVICES & DRINKING PLACES,2013-12-31,http://www.valpak.com/coupons/printable/MESA-GRILL-CO/36703?slugId=1193017&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177135535901.jpg,http://www.valpak.com/img/print/3177135535901.jpg,4545 E Mckellips Rd Ste 108,Mesa,85215,(480)807-3500,50% OFF Entree when you buy 1st entree at regular price,2013-04-18,"[""Not valid with other advertised specials."", ""Not valid with any other coupon."", ""Must present coupon at time of purchase."", ""Coupon void if altered.""]"
ZAPPONES ITALIAN BISTRO,1173420,108,72211AAB,FULL-SVC RSTRNTS - ITALIAN,2013-12-31,http://www.valpak.com/coupons/printable/ZAPPONES-ITALIAN-BISTRO/67841?slugId=1173420&vpref=vpcomLX,http://www.zapponesbistro.com,http://www.valpak.com/img/slug/3177140343601.jpg,http://www.valpak.com/img/print/3177140343601.jpg,1652 N HIGLEY RD SUITE 103,Gilbert,85234,(480)218-2338,$10 OFF Any $30 Minimum Purchase,2013-04-18,"[{}, ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Coupon void if altered.""]"
VIRES MEDIA (BLIMPIE PHOENIX),1183576,108,722211AAJBLP,LIMITED-SVC RSTRNTS - SUBS - (BLIMPIES),2013-06-13,http://www.valpak.com/coupons/printable/VIRES-MEDIA-BLIMPIE-PHOENIX/70406?slugId=1183576&vpref=vpcomLX,http://www.blimpie.com/,http://www.valpak.com/img/slug/vpcomSlug.gif,http://www.valpak.com/img/print/vpcomPrint.gif,414 W. Guadalupe Rd.,Mesa,85210,(480)813-2620,"Coupon for FREE 6"" Sub! ( With the purchase of a 6"" or 12"" Deli Sub)",2013-06-13,"[""Sub must be equal or lesser value (Excludes Value Menu). Customers must pay sales tax. Not Valid if sold, transferred or duplicated. BLIMPIE  is a registered trade mark of Kahala Franchising, L.L.C."", ""Good at participating locations."", ""One coupon per customer."", ""Not valid with any other offer."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
SILKES A FAMILY CAFE,1190573,108,72211AAU,FULL-SVC RSTRNTS - FULL-SVC RSTRNTS,2013-12-31,http://www.valpak.com/coupons/printable/SILKES-A-FAMILY-CAFE/38996?slugId=1190573&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177132348201.jpg,http://www.valpak.com/img/print/3177132348201.jpg,2036 N. GILBERT RD. SUITE 6,Mesa,85203,(480)844-1506,20% OFF TOTAL BILL,2013-04-18,"[""limited time offer. Not valid on specials or kids meals. Excludes alcohol."", ""With coupon only."", ""Not valid with any other offer."", ""Coupon void if altered.""]"
RANCHO DE TIA ROSA,1192917,108,72211AAO,FULL-SVC RSTRNTS - MEXICAN,2013-12-31,http://www.valpak.com/coupons/printable/RANCHO-DE-TIA-ROSA/50465?slugId=1192917&vpref=vpcomLX,http://www.ranchodetiarosa.com,http://www.valpak.com/img/slug/3177138597401.jpg,http://www.valpak.com/img/print/3177138597401.jpg,891 N HIGLEY RD,Gilbert,85234,(480)396-8787,FREE Kids Meal - With One Paid Adult Entree,2013-04-18,"[""Coupon valid at 891 N. Higley Rd. location only."", ""With coupon only."", ""Coupons may not be combined with any other offer."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
YOGURTINI,1109897,108,722213AAG,SNACK & NONALCOHOLIC BEVERAGE BARS-YOGURT,2013-06-05,http://www.valpak.com/coupons/printable/YOGURTINI/53535?slugId=1109897&vpref=vpcomLX,http://www.yogurtini.com/,http://www.valpak.com/img/slug/3173138522201.jpg,http://www.valpak.com/img/print/3173138522201.jpg,14175 W Indian School Rd,Goodyear,85395,(623)234-4988,Frozen Yogurt Coupon - 15% OFF Entire Yogurt Purchase!,2013-04-18,"[""Coupon for discount on frozen yogurt accepted only at Yogurtini in Goodyear Arizona."", ""With coupon only."", ""Not valid with any other coupon."", ""Coupon valid at this location only."", ""Coupon void if altered.""]"
MINT THAI CAFE,1187076,108,72211AAY,FULL-SVC RSTRNTS - THAI,2013-12-31,http://www.valpak.com/coupons/printable/MINT-THAI-CAFE/36714?slugId=1187076&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131033501.jpg,http://www.valpak.com/img/print/3177131033501.jpg,"1111 N GILBERT RD., #101-103",Gilbert,85234,(480)497-5366,$3 OFF Lunch with order over $20,2013-04-18,"[""Beer & wine excluded."", ""One coupon per party."", ""With coupon only."", ""Coupon void if altered.""]"
RED DEVIL ITALIAN & PIZZERA RESTAURANT,1186083,108,72211AAD,FULL-SVC RSTRNTS - PIZZA,2014-03-30,http://www.valpak.com/coupons/printable/RED-DEVIL-PIZZA-BISTRO/46813?slugId=1186083&vpref=vpcomLX,http://www.reddevilrestaurant.com,http://www.valpak.com/img/slug/3173136523801.jpg,http://www.valpak.com/img/print/3173136523801.jpg,"18185 N 83rd Ave, Ste 113",Glendale,85308,(602)572-4700,Italian Restaurant Catering Coupon!,2013-04-18,"[""Includes 1 full pan lasagna, 1 full pan garden salad & 24 Italian rolls for $126.99. Plates, napkins, plastic ware, butter & 2 salad dressings included in Glendale AZ. Delivery fee & tax not included."", ""One coupon per party."", ""With coupon only."", ""Not valid with any other coupon."", ""Must present coupon at time of order."", ""Coupon void if altered.""]"
THE EGG I AM,1185802,108,72211AAF,FULL-SVC RSTRNTS - BREAKFAST,2013-12-31,http://www.valpak.com/coupons/printable/THE-EGG-I-AM/38918?slugId=1185802&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177136993801.jpg,http://www.valpak.com/img/print/3177136993801.jpg,10155 E VIA LINDA,Scottsdale,85258,(480)451-3447,1/2 OFF Purchase 1 Entree & Receive 50% off your 2nd Entree,2013-04-18,"[""Monday-Friday Only."", ""One coupon per party."", ""Coupons may not be combined with any other offer."", ""With Valpak® coupon only."", ""Coupon void if altered.""]"
Dickeys Barbecue Pit,1185770,108,72211ABC,FULL-SVC RSTRNTS - BARBECUE,2013-12-31,http://www.valpak.com/coupons/printable/Dickeys-Barbecue-Pit/38794?slugId=1185770&vpref=vpcomLX,,http://www.valpak.com/img/slug/3177131034801.jpg,http://www.valpak.com/img/print/3177131034801.jpg,7337 E. SHEA BLVD,Scottsdale,85260,(480)368-5569,"Sandwich Combo: Sandwich, Side & Drink $6.49",2013-04-18,"[""Offer good only at Scottsdale location. Not valid with any other promos, coupons, offers or daily specials."", ""Not valid on mobile site."", ""Coupon void if altered.""]"
